trial,mode,x,y,orientation,binary_outcome,continuous_outcome
1,iid,0.17661004534372027,0.7405071660774915,,1,4.0
2,iid,0.6148048296420013,0.6944332682538646,,1,4.0
3,iid,0.3817968859250018,0.6825049267826164,,1,4.0
4,iid,0.4727680845050576,0.6532971902962861,,1,4.0
5,iid,0.10758589357385284,0.8473071993609869,,0,1.0
6,iid,0.3522765463337283,0.8077017818582665,,0,1.5
