obj_x,obj_y,table_height,camera_viewpoint,traj_id
0.5,0.3,1,right,1770165004
0.5,0.4,1,right,1770165061
0.1,0.0,1,right,1770165085
0.3,0.3,1,right,1770165116
0.5,0.4,1,right,1770165140
0.4,0.1,1,right,1770165166
0.4,0.3,1,right,1770165206
0.5,0.2,1,right,1770165232
0.3,0.2,1,right,1770165259
0.3,0.2,1,right,1770165282
0.2,0.5,1,right,1770165308
0.4,0.3,1,right,1770165336
0.1,0.0,1,right,1770165356
0.2,0.2,1,right,1770165382
0.2,0.1,1,right,1770165403
