obj_x,obj_y,table_height,camera_viewpoint,traj_id
0.8,1.0,3,right,1770168069
0.5,1.0,3,right,1770168134
0.5,0.5,3,right,1770168158
1.0,0.7,3,right,1770168194
0.9,0.6,3,right,1770168280
0.5,0.6,3,right,1770168306
0.9,0.9,3,right,1770168344
0.9,0.6,3,right,1770168543
0.8,0.8,3,right,1770168577
0.5,0.9,3,right,1770168604
1.0,0.8,3,right,1770168756
0.6,0.9,3,right,1770168793
0.5,0.9,3,right,1770168831
1.0,0.8,3,right,1770168933
0.7,0.8,3,right,1770168969
