obj_x,obj_y,table_height,camera_viewpoint,traj_id
0.2,0.3,3,right,1770163907
0.0,0.0,3,right,1770164001
0.1,0.4,3,right,1770164048
0.0,0.1,3,right,1770164118
0.1,0.4,3,right,1770164143
0.1,0.3,3,right,1770164163
0.3,0.1,3,right,1770164356
0.4,0.5,3,right,1770164560
0.5,0.3,3,right,1770164588
0.2,0.3,3,right,1770164618
0.2,0.1,3,right,1770164647
0.1,0.1,3,right,1770164669
0.0,0.1,3,right,1770164693
0.4,0.2,3,right,1770164721
0.1,0.4,3,right,1770164751
