obj_x,obj_y,table_height,camera_viewpoint,traj_id
0.8,0.6,3,back,1769813436
0.6,0.6,3,back,1769813486
0.7,1.0,3,back,1769813575
1.0,0.7,3,back,1769813946
0.7,1.0,3,back,1769814002
0.5,0.6,3,back,1769814075
0.6,0.7,3,back,1769814117
0.7,0.8,3,back,1769814158
0.5,0.5,3,back,1769814186
0.5,0.7,3,back,1769814437
0.9,1.0,3,back,1769814480
0.6,0.6,3,back,1769814516
0.8,0.8,3,back,1769814565
0.7,0.7,3,back,1769814608
0.6,0.5,3,back,1769814641
