obj_x,obj_y,table_height,camera_viewpoint,traj_id
0.8,0.6,1,back,1769811361
0.5,0.8,1,back,1769811437
0.6,0.9,1,back,1769811500
0.5,0.6,1,back,1769811551
0.9,1.0,1,back,1769811646
1.0,1.0,1,back,1769811693
0.5,0.8,1,back,1769811734
0.5,0.5,1,back,1769811758
0.9,0.8,1,back,1769811791
0.5,0.5,1,back,1769811822
0.5,0.7,1,back,1769812293
0.5,0.6,1,back,1769812321
1.0,0.8,1,back,1769812834
0.5,1.0,1,back,1769812888
0.9,0.6,1,back,1769813054
