trial,mode,binary_outcome,continuous_outcome,steps_taken,x,y,table_height,camera_azimuth,camera_elevation,camera_distance
91,active,0.0,2.5,35,0.3,1.0,3.0,-30.0,30.0,102.0
92,active,0.0,4.0,35,0.5,0.9,2.0,90.0,70.0,84.0
93,active,0.0,2.5,35,0.1,0.8,3.0,90.0,70.0,84.0
94,active,0.0,3.5,35,0.3,0.8,1.0,90.0,70.0,84.0
95,active,0.0,1.0,35,0.2,0.2,1.0,-30.0,30.0,102.0
96,active,0.0,2.5,35,0.0,0.6000000000000001,3.0,15.0,30.0,103.0
97,active,0.0,2.5,35,0.2,0.8,3.0,15.0,30.0,103.0
98,active,0.0,2.5,35,0.2,0.4,3.0,15.0,30.0,103.0
99,active,1.0,6.0,27,0.1,0.6000000000000001,3.0,90.0,70.0,84.0
100,active,0.0,2.5,35,0.0,0.9,3.0,-30.0,30.0,102.0
