269,brute_force,0.0,1.5,35,0.0,0.0,1.0,-30.0,30.0,102.0
270,brute_force,1.0,2.0,7,0.0,0.1,1.0,-30.0,30.0,102.0
271,brute_force,0.0,1.5,35,0.0,0.2,1.0,-30.0,30.0,102.0
272,brute_force,0.0,1.5,35,0.0,0.3,1.0,-30.0,30.0,102.0
273,brute_force,0.0,1.0,35,0.0,0.4,1.0,-30.0,30.0,102.0
274,brute_force,0.0,0.0,35,0.0,0.5,1.0,-30.0,30.0,102.0
275,brute_force,0.0,0.0,35,0.0,0.6000000000000001,1.0,-30.0,30.0,102.0
276,brute_force,0.0,0.0,35,0.0,0.7000000000000001,1.0,-30.0,30.0,102.0
277,brute_force,0.0,0.0,35,0.0,0.8,1.0,-30.0,30.0,102.0
278,brute_force,0.0,0.0,35,0.0,0.9,1.0,-30.0,30.0,102.0
279,brute_force,0.0,0.0,35,0.0,1.0,1.0,-30.0,30.0,102.0
280,brute_force,1.0,2.0,9,0.1,0.0,1.0,-30.0,30.0,102.0
281,brute_force,1.0,2.0,6,0.1,0.1,1.0,-30.0,30.0,102.0
282,brute_force,1.0,2.0,5,0.1,0.2,1.0,-30.0,30.0,102.0
283,brute_force,1.0,2.0,4,0.1,0.3,1.0,-30.0,30.0,102.0
284,brute_force,0.0,1.5,35,0.1,0.4,1.0,-30.0,30.0,102.0
285,brute_force,0.0,1.5,35,0.1,0.5,1.0,-30.0,30.0,102.0
286,brute_force,0.0,0.0,35,0.1,0.6000000000000001,1.0,-30.0,30.0,102.0
287,brute_force,0.0,0.0,35,0.1,0.7000000000000001,1.0,-30.0,30.0,102.0
288,brute_force,0.0,0.0,35,0.1,0.8,1.0,-30.0,30.0,102.0
289,brute_force,0.0,0.0,35,0.1,0.9,1.0,-30.0,30.0,102.0
290,brute_force,0.0,0.0,35,0.1,1.0,1.0,-30.0,30.0,102.0
291,brute_force,1.0,2.0,9,0.2,0.0,1.0,-30.0,30.0,102.0
292,brute_force,1.0,2.0,6,0.2,0.1,1.0,-30.0,30.0,102.0
293,brute_force,1.0,2.0,5,0.2,0.2,1.0,-30.0,30.0,102.0
294,brute_force,1.0,2.0,4,0.2,0.3,1.0,-30.0,30.0,102.0
295,brute_force,1.0,2.0,3,0.2,0.4,1.0,-30.0,30.0,102.0
296,brute_force,1.0,2.0,4,0.2,0.5,1.0,-30.0,30.0,102.0
297,brute_force,0.0,1.5,35,0.2,0.6000000000000001,1.0,-30.0,30.0,102.0
298,brute_force,0.0,0.0,35,0.2,0.7000000000000001,1.0,-30.0,30.0,102.0
299,brute_force,0.0,0.0,35,0.2,0.8,1.0,-30.0,30.0,102.0
300,brute_force,0.0,0.0,35,0.2,0.9,1.0,-30.0,30.0,102.0
301,brute_force,0.0,0.0,35,0.2,1.0,1.0,-30.0,30.0,102.0
