trial,mode,binary_outcome,continuous_outcome,steps_taken,x,y,table_height,camera_azimuth,camera_elevation,camera_distance
1,brute_force,0.0,1.0,35,0.0,0.5,1.0,15.0,30.0,103.0
2,brute_force,0.0,1.0,35,0.0,0.6000000000000001,1.0,15.0,30.0,103.0
3,brute_force,0.0,1.0,35,0.0,0.7000000000000001,1.0,15.0,30.0,103.0
4,brute_force,0.0,1.0,35,0.0,0.8,1.0,15.0,30.0,103.0
5,brute_force,0.0,0.5,35,0.0,0.9,1.0,15.0,30.0,103.0
6,brute_force,0.0,0.5,35,0.0,1.0,1.0,15.0,30.0,103.0
7,brute_force,0.0,1.5,35,0.1,0.5,1.0,15.0,30.0,103.0
8,brute_force,0.0,1.0,35,0.1,0.6000000000000001,1.0,15.0,30.0,103.0
9,brute_force,0.0,1.0,35,0.1,0.7000000000000001,1.0,15.0,30.0,103.0
10,brute_force,0.0,1.5,35,0.1,0.8,1.0,15.0,30.0,103.0
11,brute_force,0.0,1.0,35,0.1,0.9,1.0,15.0,30.0,103.0
12,brute_force,0.0,1.0,35,0.1,1.0,1.0,15.0,30.0,103.0
13,brute_force,0.0,2.0,35,0.2,0.5,1.0,15.0,30.0,103.0
14,brute_force,0.0,1.5,35,0.2,0.6000000000000001,1.0,15.0,30.0,103.0
15,brute_force,0.0,2.0,35,0.2,0.7000000000000001,1.0,15.0,30.0,103.0
16,brute_force,0.0,1.5,35,0.2,0.8,1.0,15.0,30.0,103.0
17,brute_force,0.0,1.5,35,0.2,0.9,1.0,15.0,30.0,103.0
18,brute_force,0.0,1.0,35,0.2,1.0,1.0,15.0,30.0,103.0
19,brute_force,0.0,2.0,35,0.3,0.5,1.0,15.0,30.0,103.0
20,brute_force,0.0,2.0,35,0.3,0.6000000000000001,1.0,15.0,30.0,103.0
21,brute_force,0.0,1.5,35,0.3,0.7000000000000001,1.0,15.0,30.0,103.0
22,brute_force,0.0,1.5,35,0.3,0.8,1.0,15.0,30.0,103.0
23,brute_force,0.0,1.0,35,0.3,0.9,1.0,15.0,30.0,103.0
24,brute_force,0.0,1.0,35,0.3,1.0,1.0,15.0,30.0,103.0
