obj_x,obj_y,table_height,camera_viewpoint,traj_id
0.9,1.0,1,right,1767827713
0.5,0.8,1,right,1767827775
0.5,1.0,1,right,1767827819
0.8,1.0,1,right,1767827883
0.7,1.0,1,right,1767827943
0.7,1.0,1,right,1770626280
0.7,1.0,1,right,1770626313
0.9,0.6,1,right,1770626349
1.0,0.8,1,right,1770626384
0.9,0.7,1,right,1770626427
0.5,0.7,1,right,1770626459
1.0,0.8,1,right,1770626489
1.0,1.0,1,right,1770626569
0.7,0.9,1,right,1770626605
0.5,0.5,1,right,1770626615
0.7,0.5,1,right,1770626636
