obj_x,obj_y,table_height,camera_viewpoint,traj_id
0.1,0.1,1,right,1770625708
0.2,0.5,1,right,1770625742
0.3,0.5,1,right,1770625763
0.1,0.4,1,right,1770625790
0.2,0.1,1,right,1770625815
0.2,0.4,1,right,1770625862
0.4,0.4,1,right,1770625894
0.0,0.0,1,right,1770625919
0.2,0.3,1,right,1770625956
0.0,0.5,1,right,1770625976
0.0,0.3,1,right,1770625997
0.0,0.2,1,right,1770626019
0.1,0.4,1,right,1770626049
0.0,0.3,1,right,1770626069
0.5,0.2,1,right,1770626099
