obj_x,obj_y,table_height,camera_viewpoint,traj_id
0.7,0.8,3,right,1767906668
0.5,0.7,3,right,1767906694
0.6,0.5,3,right,1770626790
0.6,0.9,3,right,1770626821
0.7,0.6,3,right,1770626854
0.5,0.5,3,right,1770626866
0.7,0.9,3,right,1770626911
0.9,1.0,3,right,1770626954
1.0,1.0,3,right,1770626999
1.0,1.0,3,right,1770627032
0.6,0.7,3,right,1770627077
1.0,0.7,3,right,1770627108
0.9,0.7,3,right,1770627143
1.0,0.8,3,right,1770627179
0.8,1.0,3,right,1770627216
